date,world,qty,val
2018-05-09,mtn,282.0,537868.0
2018-05-09,rd,114.0,274912.0
2018-05-09,na,6.0,14352.0
2018-05-10,gr,330.0,11900.0
2018-05-10,grav,18.0,39400.0
2018-05-10,mtn,96.0,222508.0
2018-05-10,rd,90.0,242576.0
2018-05-11,gr,348.0,3444.0
2018-05-11,grav,36.0,87328.0
2018-05-11,mtn,84.0,209116.0
2018-05-11,rd,132.0,366236.0
2018-05-12,rd,12.0,33904.0
2018-05-14,gr,558.0,9020.0
2018-05-14,grav,12.0,23904.0
2018-05-14,mtn,78.0,194184.0
2018-05-14,rd,168.0,435972.0
2018-05-14,na,6.0,14352.0
2018-05-15,gr,600.0,14292.0
2018-05-15,grav,18.0,51848.0
2018-05-15,mtn,72.0,177456.0
2018-05-15,rd,180.0,477044.0
2018-05-16,gr,408.0,3792.0
2018-05-16,grav,18.0,37780.0
2018-05-16,mtn,90.0,248788.0
2018-05-16,rd,228.0,604208.0
2018-05-16,na,6.0,14352.0
2018-05-16,u&r,6.0,8696.0
2018-05-17,gr,246.0,2816.0
2018-05-17,grav,12.0,34704.0
2018-05-17,mtn,54.0,156600.0
2018-05-17,rd,138.0,403068.0
2018-05-17,u&r,12.0,16704.0
2018-05-18,gr,306.0,4916.0
2018-05-18,grav,12.0,23320.0
2018-05-18,mtn,48.0,131504.0
2018-05-18,rd,126.0,355492.0
2018-05-18,u&r,6.0,8352.0
2018-05-19,gr,24.0,628.0
2018-05-19,grav,6.0,11952.0
2018-05-19,rd,24.0,65040.0
2018-05-21,gr,564.0,8868.0
2018-05-21,grav,6.0,9552.0
2018-05-21,mtn,90.0,199908.0
2018-05-21,rd,228.0,581144.0
2018-05-21,u&r,6.0,8352.0
2018-05-22,gr,372.0,6436.0
2018-05-22,grav,12.0,32100.0
2018-05-22,mtn,42.0,119456.0
2018-05-22,rd,192.0,505752.0
2018-05-22,u&r,6.0,8596.0
2018-05-23,gr,396.0,5708.0
2018-05-23,grav,18.0,30024.0
2018-05-23,mtn,72.0,196992.0
2018-05-23,rd,174.0,533444.0
2018-05-24,gr,432.0,14080.0
2018-05-24,mtn,42.0,108340.0
2018-05-24,rd,144.0,383076.0
2018-05-25,gr,234.0,2920.0
2018-05-25,grav,12.0,21504.0
2018-05-25,mtn,18.0,45056.0
2018-05-25,rd,84.0,260852.0
2018-05-26,rd,6.0,16352.0
2018-05-29,gr,480.0,7940.0
2018-05-29,grav,30.0,55304.0
2018-05-29,mtn,96.0,241200.0
2018-05-29,rd,210.0,572308.0
2018-05-30,gr,450.0,8100.0
2018-05-30,mtn,18.0,43460.0
2018-05-30,rd,138.0,408152.0
2018-05-31,gr,384.0,6188.0
2018-05-31,grav,12.0,23896.0
2018-05-31,mtn,48.0,131984.0
2018-05-31,rd,108.0,355060.0
2018-06-01,gr,426.0,21028.0
2018-06-01,grav,6.0,20296.0
2018-06-01,mtn,54.0,120456.0
2018-06-01,rd,108.0,357744.0
2018-06-02,rd,6.0,16352.0
2018-06-04,gr,666.0,11904.0
2018-06-04,grav,12.0,26700.0
2018-06-04,mtn,72.0,204424.0
2018-06-04,rd,186.0,531376.0
2018-06-04,na,6.0,14596.0
2018-06-05,gr,552.0,17568.0
2018-06-05,mtn,54.0,144436.0
2018-06-05,rd,138.0,355824.0
2018-06-05,u&r,6.0,6396.0
2018-06-06,gr,360.0,11960.0
2018-06-06,mtn,30.0,72648.0
2018-06-06,rd,186.0,570544.0
2018-06-06,u&r,6.0,8352.0
2018-06-07,gr,246.0,1624.0
2018-06-07,grav,12.0,24648.0
2018-06-07,mtn,24.0,78600.0
2018-06-07,rd,102.0,296892.0
2018-06-08,gr,300.0,11552.0
2018-06-08,grav,30.0,63356.0
2018-06-08,mtn,60.0,135152.0
2018-06-08,rd,90.0,208120.0
2018-06-08,u&r,6.0,8352.0
2018-06-09,gr,42.0,316.0
2018-06-09,mtn,6.0,9952.0
2018-06-09,rd,12.0,22300.0
2018-06-11,gr,594.0,8156.0
2018-06-11,grav,6.0,12196.0
2018-06-11,mtn,72.0,170500.0
2018-06-11,rd,210.0,587724.0
2018-06-11,na,6.0,14596.0
2018-06-11,u&r,6.0,8352.0
2018-06-12,gr,414.0,5032.0
2018-06-12,grav,6.0,14896.0
2018-06-12,mtn,66.0,161496.0
2018-06-12,rd,168.0,480908.0
2018-06-12,u&r,6.0,8352.0
2018-06-13,gr,306.0,4692.0
2018-06-13,grav,12.0,26592.0
2018-06-13,mtn,36.0,94596.0
2018-06-13,rd,114.0,283172.0
2018-06-14,gr,756.0,9528.0
2018-06-14,grav,6.0,11944.0
2018-06-14,mtn,6.0,27552.0
2018-06-14,rd,150.0,438120.0
2018-06-15,gr,372.0,5796.0
2018-06-15,grav,18.0,33580.0
2018-06-15,mtn,36.0,102904.0
2018-06-15,rd,156.0,388400.0
2018-06-17,gr,6.0,68.0
2018-06-17,mtn,6.0,15556.0
2018-06-18,gr,480.0,6456.0
2018-06-18,grav,30.0,52604.0
2018-06-18,mtn,54.0,150064.0
2018-06-18,rd,156.0,410852.0
2018-06-19,gr,672.0,18912.0
2018-06-19,grav,18.0,27040.0
2018-06-19,mtn,36.0,88928.0
2018-06-19,rd,156.0,460744.0
2018-06-20,gr,450.0,9056.0
2018-06-20,grav,18.0,36200.0
2018-06-20,mtn,18.0,49060.0
2018-06-20,rd,114.0,306784.0
2018-06-21,gr,348.0,4284.0
2018-06-21,grav,24.0,40340.0
2018-06-21,mtn,12.0,21504.0
2018-06-21,rd,102.0,277004.0
2018-06-22,gr,252.0,2444.0
2018-06-22,mtn,48.0,104104.0
2018-06-22,rd,90.0,261284.0
2018-06-23,rd,6.0,26352.0
2018-06-25,gr,354.0,4772.0
2018-06-25,grav,18.0,38656.0
2018-06-25,mtn,54.0,139232.0
2018-06-25,rd,174.0,401376.0
2018-06-26,gr,318.0,8416.0
2018-06-26,grav,18.0,33424.0
2018-06-26,mtn,36.0,84824.0
2018-06-26,rd,84.0,207332.0
2018-06-26,u&r,6.0,8696.0
2018-06-27,gr,348.0,12576.0
2018-06-27,mtn,30.0,67652.0
2018-06-27,rd,90.0,232116.0
2018-06-28,gr,228.0,2984.0
2018-06-28,grav,6.0,9552.0
2018-06-28,mtn,18.0,50344.0
2018-06-28,rd,84.0,198880.0
2018-06-29,gr,366.0,5092.0
2018-06-29,grav,18.0,52324.0
2018-06-29,mtn,36.0,82944.0
2018-06-29,rd,84.0,239288.0
2018-06-30,gr,24.0,0.0
2018-06-30,mtn,6.0,11396.0
2018-06-30,rd,6.0,14352.0
2018-07-02,gr,456.0,7532.0
2018-07-02,grav,48.0,102496.0
2018-07-02,mtn,66.0,167676.0
2018-07-02,rd,156.0,379408.0
2018-07-03,gr,354.0,5512.0
2018-07-03,grav,6.0,19596.0
2018-07-03,mtn,54.0,116248.0
2018-07-03,rd,156.0,365340.0
2018-07-03,u&r,6.0,8696.0
2018-07-05,gr,258.0,5296.0
2018-07-05,grav,12.0,23904.0
2018-07-05,mtn,42.0,89360.0
2018-07-05,rd,198.0,476188.0
2018-07-05,u&r,6.0,7996.0
2018-07-06,gr,552.0,15988.0
2018-07-06,grav,12.0,21392.0
2018-07-06,mtn,48.0,107968.0
2018-07-06,rd,114.0,266168.0
2018-07-07,rd,6.0,10796.0
2018-07-09,gr,672.0,7916.0
2018-07-09,grav,18.0,38588.0
2018-07-09,mtn,66.0,143556.0
2018-07-09,rd,150.0,359552.0
2018-07-10,gr,474.0,4708.0
2018-07-10,grav,18.0,29988.0
2018-07-10,mtn,18.0,46388.0
2018-07-10,rd,78.0,235252.0
2018-07-10,u&r,6.0,7996.0
2018-07-11,gr,402.0,4780.0
2018-07-11,grav,12.0,20792.0
2018-07-11,mtn,60.0,156928.0
2018-07-11,rd,102.0,289448.0
2018-07-12,gr,396.0,6204.0
2018-07-12,grav,36.0,71060.0
2018-07-12,mtn,12.0,29192.0
2018-07-12,rd,120.0,316136.0
2018-07-13,gr,408.0,7212.0
2018-07-13,grav,24.0,44584.0
2018-07-13,mtn,36.0,95576.0
2018-07-13,rd,126.0,307060.0
2018-07-13,u&r,6.0,6396.0
2018-07-14,gr,6.0,320.0
2018-07-14,grav,6.0,11596.0
2018-07-14,rd,6.0,10796.0
2018-07-16,gr,480.0,8548.0
2018-07-16,grav,18.0,32388.0
2018-07-16,mtn,48.0,124664.0
2018-07-16,rd,204.0,504800.0
2018-07-16,u&r,6.0,7996.0
2018-07-17,gr,390.0,6432.0
2018-07-17,grav,6.0,9196.0
2018-07-17,mtn,24.0,67584.0
2018-07-17,rd,132.0,343212.0
2018-07-18,gr,408.0,5528.0
2018-07-18,grav,12.0,20792.0
2018-07-18,mtn,42.0,94872.0
2018-07-18,rd,90.0,219792.0
2018-07-19,gr,138.0,1784.0
2018-07-19,grav,24.0,43984.0
2018-07-19,mtn,18.0,41388.0
2018-07-19,rd,96.0,193092.0
2018-07-20,gr,240.0,3116.0
2018-07-20,grav,6.0,11596.0
2018-07-20,mtn,30.0,68228.0
2018-07-20,rd,54.0,153892.0
2018-07-23,gr,384.0,8836.0
2018-07-23,grav,18.0,41780.0
2018-07-23,mtn,72.0,178360.0
2018-07-23,rd,168.0,413024.0
2018-07-24,gr,216.0,13044.0
2018-07-24,grav,24.0,67984.0
2018-07-24,mtn,12.0,41396.0
2018-07-24,rd,168.0,438796.0
2018-07-25,gr,264.0,3124.0
2018-07-25,grav,6.0,19596.0
2018-07-25,mtn,186.0,332880.0
2018-07-25,rd,120.0,267284.0
2018-07-26,gr,258.0,4476.0
2018-07-26,grav,18.0,30688.0
2018-07-26,mtn,54.0,129628.0
2018-07-26,rd,132.0,293432.0
2018-07-27,gr,462.0,10084.0
2018-07-27,grav,42.0,121764.0
2018-07-27,mtn,30.0,83984.0
2018-07-27,rd,162.0,410100.0
2018-07-28,gr,12.0,128.0
2018-07-28,rd,6.0,9716.0
2018-07-30,gr,570.0,6852.0
2018-07-30,grav,6.0,11596.0
2018-07-30,mtn,54.0,131564.0
2018-07-30,rd,234.0,690472.0
2018-07-31,gr,390.0,5720.0
2018-07-31,grav,6.0,11596.0
2018-07-31,mtn,30.0,67320.0
2018-07-31,rd,144.0,440380.0
2018-08-01,gr,504.0,5028.0
2018-08-01,grav,18.0,28504.0
2018-08-01,mtn,36.0,101536.0
2018-08-01,rd,108.0,299076.0
2018-08-02,gr,408.0,5620.0
2018-08-02,grav,18.0,44036.0
2018-08-02,mtn,18.0,58288.0
2018-08-02,rd,72.0,257348.0
2018-08-03,gr,216.0,2000.0
2018-08-03,grav,12.0,21504.0
2018-08-03,mtn,30.0,72528.0
2018-08-03,rd,60.0,173556.0
2018-08-04,gr,18.0,256.0
2018-08-04,rd,18.0,81064.0
2018-08-06,gr,360.0,4140.0
2018-08-06,grav,12.0,24148.0
2018-08-06,mtn,30.0,75608.0
2018-08-06,rd,180.0,526892.0
2018-08-07,gr,258.0,4884.0
2018-08-07,grav,6.0,19948.0
2018-08-07,mtn,24.0,49252.0
2018-08-07,rd,150.0,434080.0
2018-08-08,gr,498.0,14128.0
2018-08-08,grav,18.0,33452.0
2018-08-08,mtn,36.0,88360.0
2018-08-08,rd,90.0,295808.0
2018-08-09,gr,330.0,3024.0
2018-08-09,grav,12.0,23900.0
2018-08-09,mtn,30.0,66592.0
2018-08-09,rd,78.0,194360.0
2018-08-10,gr,258.0,2460.0
2018-08-10,grav,18.0,34344.0
2018-08-10,mtn,42.0,98644.0
2018-08-10,rd,54.0,129128.0
2018-08-11,gr,42.0,0.0
2018-08-11,rd,12.0,9716.0
2018-08-13,gr,408.0,9156.0
2018-08-13,grav,12.0,23904.0
2018-08-13,mtn,42.0,101660.0
2018-08-13,rd,168.0,465152.0
2018-08-14,gr,420.0,13588.0
2018-08-14,grav,24.0,48048.0
2018-08-14,mtn,102.0,190224.0
2018-08-14,rd,84.0,182072.0
2018-08-15,gr,468.0,4808.0
2018-08-15,grav,12.0,19548.0
2018-08-15,mtn,42.0,121404.0
2018-08-15,rd,90.0,273056.0
2018-08-16,gr,4056.0,1832.0
2018-08-16,grav,6.0,12296.0
2018-08-16,mtn,84.0,158704.0
2018-08-16,rd,54.0,155368.0
2018-08-17,gr,570.0,13096.0
2018-08-17,grav,24.0,44696.0
2018-08-17,mtn,60.0,102504.0
2018-08-17,rd,60.0,154228.0
2018-08-18,gr,60.0,1092.0
2018-08-20,gr,336.0,16128.0
2018-08-20,grav,36.0,71356.0
2018-08-20,mtn,144.0,281912.0
2018-08-20,rd,132.0,388556.0
2018-08-21,gr,600.0,5052.0
2018-08-21,mtn,60.0,108760.0
2018-08-21,rd,84.0,203052.0
2018-08-22,gr,594.0,6548.0
2018-08-22,grav,6.0,9552.0
2018-08-22,mtn,54.0,128548.0
2018-08-22,rd,24.0,99676.0
2018-08-23,gr,360.0,2672.0
2018-08-23,grav,12.0,31904.0
2018-08-23,mtn,72.0,161244.0
2018-08-23,rd,30.0,45692.0
2018-08-24,gr,414.0,3036.0
2018-08-24,grav,6.0,14396.0
2018-08-24,mtn,84.0,194432.0
2018-08-24,rd,48.0,192188.0
2018-08-25,gr,6.0,124.0
2018-08-27,gr,462.0,6128.0
2018-08-27,grav,54.0,98012.0
2018-08-27,mtn,78.0,219360.0
2018-08-27,rd,96.0,287996.0
2018-08-28,gr,516.0,7904.0
2018-08-28,grav,12.0,31192.0
2018-08-28,mtn,48.0,152372.0
2018-08-28,rd,108.0,400540.0
2018-08-29,gr,2184.0,5816.0
2018-08-29,grav,30.0,60432.0
2018-08-29,mtn,126.0,300204.0
2018-08-29,rd,96.0,273840.0
2018-08-30,gr,1224.0,4664.0
2018-08-30,grav,6.0,9196.0
2018-08-30,mtn,72.0,160652.0
2018-08-30,rd,132.0,426272.0
2018-08-31,gr,882.0,13436.0
2018-08-31,grav,6.0,11596.0
2018-08-31,mtn,78.0,189912.0
2018-08-31,rd,162.0,467568.0
2018-09-01,gr,444.0,584.0
2018-09-01,rd,42.0,105972.0
2018-09-04,gr,498.0,5400.0
2018-09-04,grav,30.0,57980.0
2018-09-04,mtn,138.0,362924.0
2018-09-04,rd,252.0,524528.0
2018-09-05,gr,924.0,8204.0
2018-09-05,grav,18.0,34788.0
2018-09-05,mtn,48.0,104892.0
2018-09-05,rd,132.0,340136.0
2018-09-06,gr,3402.0,5064.0
2018-09-06,grav,6.0,11596.0
2018-09-06,mtn,30.0,96688.0
2018-09-06,rd,78.0,194052.0
2018-09-07,gr,1878.0,1992.0
2018-09-07,grav,6.0,11596.0
2018-09-07,mtn,30.0,72684.0
2018-09-07,rd,102.0,229236.0
2018-09-08,rd,6.0,23996.0
2018-09-10,gr,996.0,4004.0
2018-09-10,grav,48.0,85548.0
2018-09-10,mtn,42.0,110660.0
2018-09-10,rd,186.0,404380.0
2018-09-11,gr,1026.0,6860.0
2018-09-11,grav,18.0,31900.0
2018-09-11,mtn,42.0,122524.0
2018-09-11,rd,72.0,190300.0
2018-09-12,gr,390.0,4744.0
2018-09-12,grav,6.0,10996.0
2018-09-12,mtn,30.0,90900.0
2018-09-12,rd,90.0,224196.0
2018-09-13,gr,468.0,6324.0
2018-09-13,grav,54.0,95480.0
2018-09-13,mtn,102.0,176676.0
