date,world,pdp,purchases
2024-03-23,e-u&r,71.0,0.0
2024-03-23,gr,1656.0,64.0
2024-03-23,grav,60.0,6.0
2024-03-23,mtn,2363.0,4.0
2024-03-23,rd,901.0,1.0
2024-03-23,na,1.0,0.0
2024-03-23,u&r,350.0,0.0
2024-03-24,e-grav,345.0,0.0
2024-03-24,e-mtn,688.0,1.0
2024-03-24,e-u&r,56.0,0.0
2024-03-24,gr,1741.0,68.0
2024-03-24,grav,78.0,9.0
2024-03-24,mtn,2507.0,4.0
2024-03-24,rd,795.0,6.0
2024-03-24,na,3.0,0.0
2024-03-24,u&r,330.0,1.0
2024-03-25,e-grav,312.0,0.0
2024-03-25,e-mtn,885.0,0.0
2024-03-25,e-u&r,80.0,0.0
2024-03-25,gr,1984.0,64.0
2024-03-25,grav,106.0,6.0
2024-03-25,mtn,3036.0,1.0
2024-03-25,rd,1075.0,7.0
2024-03-25,na,4.0,0.0
2024-03-25,u&r,491.0,3.0
2024-03-26,e-grav,251.0,1.0
2024-03-26,e-mtn,635.0,0.0
2024-03-26,e-u&r,66.0,0.0
2024-03-26,gr,1940.0,78.0
2024-03-26,grav,62.0,7.0
2024-03-26,mtn,2776.0,7.0
2024-03-26,rd,965.0,12.0
2024-03-26,na,1.0,0.0
2024-03-26,u&r,450.0,5.0
2024-03-27,e-grav,354.0,0.0
2024-03-27,e-mtn,491.0,1.0
2024-03-27,e-u&r,90.0,0.0
2024-03-27,gr,1821.0,67.0
2024-03-27,grav,47.0,6.0
2024-03-27,mtn,2699.0,3.0
2024-03-27,rd,1013.0,12.0
2024-03-27,na,6.0,0.0
2024-03-27,u&r,350.0,1.0
2024-03-28,e-grav,402.0,1.0
2024-03-28,e-mtn,712.0,2.0
2024-03-28,e-u&r,80.0,0.0
2024-03-28,gr,1762.0,47.0
2024-03-28,grav,31.0,5.0
2024-03-28,mtn,2550.0,3.0
2024-03-28,rd,825.0,5.0
2024-03-28,na,1.0,0.0
2024-03-28,u&r,360.0,0.0
2024-03-29,e-grav,354.0,4.0
2024-03-29,e-mtn,688.0,0.0
2024-03-29,e-u&r,77.0,0.0
2024-03-29,gr,1415.0,62.0
2024-03-29,grav,62.0,5.0
2024-03-29,mtn,2276.0,2.0
2024-03-29,rd,249.0,13.0
2024-03-29,na,6.0,0.0
2024-03-29,u&r,405.0,2.0
2024-03-30,e-grav,312.0,0.0
2024-03-30,e-mtn,615.0,0.0
2024-03-30,e-u&r,69.0,0.0
2024-03-30,gr,1347.0,56.0
2024-03-30,grav,45.0,4.0
2024-03-30,mtn,3046.0,5.0
2024-03-30,rd,560.0,12.0
2024-03-30,u&r,352.0,1.0
2024-03-31,e-grav,333.0,0.0
2024-03-31,e-mtn,561.0,1.0
2024-03-31,e-u&r,94.0,0.0
2024-03-31,gr,1454.0,58.0
2024-03-31,grav,57.0,4.0
2024-03-31,mtn,2290.0,1.0
2024-03-31,rd,709.0,9.0
2024-03-31,na,2.0,0.0
2024-03-31,u&r,397.0,1.0
2024-04-01,e-grav,357.0,0.0
2024-04-01,e-mtn,731.0,0.0
2024-04-01,e-u&r,80.0,0.0
2024-04-01,gr,1190.0,78.0
2024-04-01,grav,114.0,9.0
2024-04-01,mtn,2719.0,4.0
2024-04-01,rd,1033.0,12.0
2024-04-01,u&r,451.0,3.0
2024-04-02,e-grav,332.0,1.0
2024-04-02,e-mtn,693.0,0.0
2024-04-02,e-u&r,89.0,0.0
2024-04-02,gr,1769.0,69.0
2024-04-02,grav,21.0,4.0
2024-04-02,mtn,2858.0,4.0
2024-04-02,rd,884.0,17.0
2024-04-02,u&r,447.0,4.0
2024-04-03,e-grav,323.0,0.0
2024-04-03,e-mtn,616.0,0.0
2024-04-03,e-u&r,72.0,0.0
2024-04-03,gr,1658.0,61.0
2024-04-03,grav,58.0,4.0
2024-04-03,mtn,2343.0,3.0
2024-04-03,rd,933.0,8.0
2024-04-03,u&r,385.0,0.0
2024-04-04,e-grav,272.0,0.0
2024-04-04,e-mtn,567.0,0.0
2024-04-04,e-u&r,54.0,0.0
2024-04-04,gr,1669.0,74.0
2024-04-04,grav,29.0,6.0
2024-04-04,mtn,3467.0,3.0
2024-04-04,rd,873.0,20.0
2024-04-04,na,2.0,0.0
2024-04-04,u&r,329.0,1.0
2024-04-05,e-grav,293.0,0.0
2024-04-05,e-mtn,498.0,2.0
2024-04-05,e-u&r,79.0,0.0
2024-04-05,gr,1647.0,66.0
2024-04-05,grav,57.0,10.0
2024-04-05,mtn,3031.0,1.0
2024-04-05,rd,916.0,14.0
2024-04-05,na,1.0,0.0
2024-04-05,u&r,289.0,1.0
2024-04-06,e-grav,257.0,0.0
2024-04-06,e-mtn,523.0,2.0
2024-04-06,e-u&r,62.0,0.0
2024-04-06,gr,1364.0,36.0
2024-04-06,grav,70.0,4.0
2024-04-06,mtn,2956.0,3.0
2024-04-06,rd,730.0,13.0
2024-04-06,na,2.0,0.0
2024-04-06,u&r,381.0,0.0
2024-04-07,e-grav,362.0,0.0
2024-04-07,e-mtn,577.0,1.0
2024-04-07,e-u&r,94.0,0.0
2024-04-07,gr,1675.0,41.0
2024-04-07,grav,49.0,0.0
2024-04-07,mtn,2370.0,6.0
2024-04-07,rd,807.0,7.0
2024-04-07,na,2.0,0.0
2024-04-07,u&r,348.0,1.0
2024-04-08,e-grav,354.0,0.0
2024-04-08,e-mtn,706.0,1.0
2024-04-08,e-u&r,84.0,0.0
2024-04-08,gr,2232.0,63.0
2024-04-08,grav,72.0,3.0
2024-04-08,mtn,2967.0,6.0
2024-04-08,rd,1096.0,10.0
2024-04-08,na,4.0,0.0
2024-04-08,u&r,421.0,0.0
2024-04-09,e-grav,363.0,1.0
2024-04-09,e-mtn,734.0,0.0
2024-04-09,e-u&r,95.0,0.0
2024-04-09,gr,2184.0,51.0
2024-04-09,grav,51.0,2.0
2024-04-09,mtn,2769.0,2.0
2024-04-09,rd,1014.0,13.0
2024-04-09,na,6.0,0.0
2024-04-09,u&r,478.0,1.0
2024-04-10,e-grav,308.0,0.0
2024-04-10,e-mtn,611.0,0.0
2024-04-10,e-u&r,79.0,0.0
2024-04-10,gr,1788.0,38.0
2024-04-10,grav,39.0,3.0
2024-04-10,mtn,2720.0,5.0
2024-04-10,rd,1047.0,14.0
2024-04-10,na,12.0,0.0
2024-04-10,u&r,377.0,0.0
2024-04-11,e-grav,345.0,0.0
2024-04-11,e-mtn,558.0,1.0
2024-04-11,e-u&r,89.0,0.0
2024-04-11,gr,1801.0,63.0
2024-04-11,grav,67.0,8.0
2024-04-11,mtn,2996.0,3.0
2024-04-11,rd,1071.0,9.0
2024-04-11,na,24.0,0.0
2024-04-11,u&r,448.0,0.0
2024-04-12,e-grav,426.0,2.0
2024-04-12,e-mtn,640.0,1.0
2024-04-12,e-u&r,93.0,0.0
2024-04-12,gr,1644.0,44.0
2024-04-12,grav,50.0,6.0
2024-04-12,mtn,2761.0,9.0
2024-04-12,rd,801.0,5.0
2024-04-12,na,10.0,0.0
2024-04-12,u&r,466.0,4.0
2024-04-13,e-grav,224.0,0.0
2024-04-13,e-mtn,517.0,1.0
2024-04-13,e-u&r,82.0,0.0
2024-04-13,gr,1447.0,72.0
2024-04-13,grav,69.0,3.0
2024-04-13,mtn,3076.0,7.0
2024-04-13,rd,727.0,7.0
2024-04-13,na,6.0,0.0
2024-04-13,u&r,367.0,1.0
2024-04-14,e-grav,239.0,0.0
2024-04-14,e-mtn,548.0,0.0
2024-04-14,e-u&r,73.0,0.0
2024-04-14,gr,1500.0,48.0
2024-04-14,grav,61.0,2.0
2024-04-14,mtn,3200.0,5.0
2024-04-14,rd,790.0,9.0
2024-04-14,na,7.0,0.0
2024-04-14,u&r,409.0,0.0
2024-04-15,e-grav,494.0,1.0
2024-04-15,e-mtn,1497.0,2.0
2024-04-15,e-u&r,98.0,0.0
2024-04-15,gr,1201.0,105.0
2024-04-15,grav,74.0,13.0
2024-04-15,mtn,2609.0,20.0
2024-04-15,rd,843.0,12.0
2024-04-15,na,6.0,0.0
2024-04-15,u&r,408.0,1.0
2024-04-16,e-grav,384.0,0.0
2024-04-16,e-mtn,1237.0,7.0
2024-04-16,e-u&r,87.0,0.0
2024-04-16,gr,1939.0,73.0
2024-04-16,grav,105.0,6.0
2024-04-16,mtn,3378.0,15.0
2024-04-16,rd,946.0,15.0
2024-04-16,na,1.0,0.0
2024-04-16,u&r,437.0,3.0
2024-04-17,e-grav,393.0,1.0
2024-04-17,e-mtn,1178.0,5.0
2024-04-17,e-u&r,125.0,0.0
2024-04-17,gr,1764.0,84.0
2024-04-17,grav,87.0,11.0
2024-04-17,mtn,2930.0,22.0
2024-04-17,rd,710.0,16.0
2024-04-17,na,1.0,0.0
2024-04-17,u&r,413.0,0.0
2024-04-18,e-grav,366.0,1.0
2024-04-18,e-mtn,1053.0,2.0
2024-04-18,e-u&r,96.0,0.0
2024-04-18,gr,1894.0,65.0
2024-04-18,grav,159.0,7.0
2024-04-18,mtn,3762.0,13.0
2024-04-18,rd,925.0,7.0
2024-04-18,na,4.0,0.0
2024-04-18,u&r,311.0,0.0
2024-04-19,e-grav,369.0,1.0
2024-04-19,e-mtn,957.0,3.0
2024-04-19,e-u&r,119.0,1.0
2024-04-19,gr,1877.0,78.0
2024-04-19,grav,104.0,12.0
2024-04-19,mtn,3958.0,23.0
2024-04-19,rd,775.0,9.0
2024-04-19,na,2.0,0.0
2024-04-19,u&r,288.0,0.0
2024-04-20,e-grav,358.0,0.0
2024-04-20,e-mtn,1214.0,6.0
2024-04-20,e-u&r,70.0,0.0
2024-04-20,gr,1585.0,72.0
2024-04-20,grav,106.0,4.0
2024-04-20,mtn,3234.0,17.0
2024-04-20,rd,671.0,9.0
2024-04-20,na,5.0,0.0
2024-04-20,u&r,318.0,3.0
2024-04-21,e-grav,359.0,2.0
2024-04-21,e-mtn,1011.0,2.0
2024-04-21,e-u&r,71.0,0.0
2024-04-21,gr,1684.0,42.0
2024-04-21,grav,115.0,3.0
2024-04-21,mtn,3576.0,7.0
2024-04-21,rd,717.0,7.0
2024-04-21,na,5.0,0.0
2024-04-21,u&r,336.0,0.0
2024-04-22,e-grav,479.0,0.0
2024-04-22,e-mtn,1242.0,4.0
2024-04-22,e-u&r,157.0,2.0
2024-04-22,gr,2200.0,70.0
2024-04-22,grav,115.0,7.0
2024-04-22,mtn,4507.0,20.0
2024-04-22,rd,936.0,15.0
2024-04-22,na,9.0,0.0
2024-04-22,u&r,459.0,2.0
2024-04-23,e-grav,551.0,7.0
2024-04-23,e-mtn,1235.0,5.0
2024-04-23,e-u&r,146.0,0.0
2024-04-23,gr,2127.0,84.0
2024-04-23,grav,120.0,8.0
2024-04-23,mtn,4660.0,26.0
2024-04-23,rd,872.0,15.0
2024-04-23,na,3.0,0.0
2024-04-23,u&r,482.0,0.0
2024-04-24,e-grav,474.0,3.0
2024-04-24,e-mtn,1087.0,2.0
2024-04-24,e-u&r,99.0,0.0
2024-04-24,gr,2177.0,108.0
2024-04-24,grav,80.0,11.0
2024-04-24,mtn,3258.0,22.0
2024-04-24,rd,966.0,7.0
2024-04-24,na,3.0,0.0
2024-04-24,u&r,438.0,2.0
2024-04-25,e-grav,517.0,2.0
2024-04-25,e-mtn,1875.0,6.0
2024-04-25,e-u&r,108.0,0.0
2024-04-25,gr,2038.0,84.0
2024-04-25,grav,145.0,11.0
2024-04-25,mtn,4189.0,26.0
2024-04-25,rd,807.0,10.0
2024-04-25,na,3.0,0.0
2024-04-25,u&r,405.0,5.0
2024-04-26,e-grav,390.0,0.0
2024-04-26,e-mtn,2133.0,2.0
2024-04-26,e-u&r,93.0,0.0
2024-04-26,gr,1861.0,81.0
2024-04-26,grav,59.0,12.0
2024-04-26,mtn,3742.0,11.0
2024-04-26,rd,847.0,16.0
2024-04-26,u&r,402.0,3.0
2024-04-27,e-grav,268.0,3.0
2024-04-27,e-mtn,1391.0,0.0
2024-04-27,e-u&r,85.0,0.0
2024-04-27,gr,1549.0,61.0
2024-04-27,grav,125.0,10.0
2024-04-27,mtn,2975.0,11.0
2024-04-27,rd,706.0,16.0
2024-04-27,na,5.0,0.0
2024-04-27,u&r,307.0,2.0
2024-04-28,e-grav,395.0,0.0
2024-04-28,e-mtn,1284.0,2.0
2024-04-28,e-u&r,81.0,0.0
2024-04-28,gr,1735.0,88.0
2024-04-28,grav,92.0,10.0
2024-04-28,mtn,3423.0,21.0
2024-04-28,rd,618.0,8.0
2024-04-28,na,2.0,0.0
2024-04-28,u&r,419.0,2.0
2024-04-29,e-grav,520.0,0.0
2024-04-29,e-mtn,1747.0,2.0
2024-04-29,e-u&r,144.0,0.0
2024-04-29,gr,1306.0,92.0
2024-04-29,grav,94.0,11.0
2024-04-29,mtn,3696.0,26.0
2024-04-29,rd,1003.0,16.0
2024-04-29,na,9.0,0.0
2024-04-29,u&r,576.0,3.0
2024-04-30,e-grav,597.0,1.0
2024-04-30,e-mtn,1350.0,5.0
2024-04-30,e-u&r,136.0,0.0
2024-04-30,gr,2029.0,52.0
2024-04-30,grav,91.0,8.0
2024-04-30,mtn,4127.0,26.0
2024-04-30,rd,907.0,8.0
2024-04-30,na,4.0,0.0
2024-04-30,u&r,478.0,2.0
2024-05-01,e-grav,510.0,3.0
2024-05-01,e-mtn,1880.0,5.0
2024-05-01,e-u&r,102.0,0.0
2024-05-01,gr,2016.0,89.0
2024-05-01,grav,87.0,6.0
2024-05-01,mtn,3764.0,14.0
2024-05-01,rd,859.0,11.0
2024-05-01,na,8.0,0.0
2024-05-01,u&r,478.0,2.0
2024-05-02,e-grav,298.0,0.0
2024-05-02,e-mtn,2023.0,6.0
2024-05-02,e-u&r,111.0,0.0
2024-05-02,gr,1893.0,71.0
2024-05-02,grav,65.0,9.0
2024-05-02,mtn,3889.0,11.0
2024-05-02,rd,976.0,14.0
2024-05-02,na,9.0,0.0
2024-05-02,u&r,428.0,3.0
2024-05-03,e-grav,481.0,0.0
2024-05-03,e-mtn,1866.0,5.0
2024-05-03,e-u&r,105.0,0.0
2024-05-03,gr,2031.0,81.0
2024-05-03,grav,56.0,3.0
2024-05-03,mtn,3702.0,15.0
2024-05-03,rd,746.0,17.0
2024-05-03,na,5.0,0.0
2024-05-03,u&r,388.0,3.0
2024-05-04,e-grav,488.0,2.0
2024-05-04,e-mtn,1737.0,3.0
2024-05-04,e-u&r,87.0,0.0
2024-05-04,gr,1486.0,36.0
2024-05-04,grav,77.0,2.0
2024-05-04,mtn,2809.0,10.0
2024-05-04,rd,624.0,8.0
2024-05-04,na,1.0,0.0
2024-05-04,u&r,421.0,2.0
2024-05-05,e-grav,371.0,1.0
2024-05-05,e-mtn,1519.0,2.0
2024-05-05,e-u&r,62.0,0.0
2024-05-05,gr,1740.0,49.0
2024-05-05,grav,160.0,11.0
2024-05-05,mtn,3327.0,7.0
2024-05-05,rd,612.0,2.0
2024-05-05,na,7.0,0.0
2024-05-05,u&r,448.0,4.0
2024-05-06,e-grav,486.0,3.0
2024-05-06,e-mtn,1859.0,7.0
2024-05-06,e-u&r,139.0,0.0
2024-05-06,gr,2145.0,78.0
2024-05-06,grav,43.0,5.0
2024-05-06,mtn,3993.0,16.0
2024-05-06,rd,817.0,10.0
2024-05-06,na,3.0,0.0
2024-05-06,u&r,460.0,4.0
2024-05-07,e-grav,362.0,1.0
2024-05-07,e-mtn,1853.0,2.0
2024-05-07,e-u&r,98.0,0.0
2024-05-07,gr,1902.0,81.0
2024-05-07,grav,65.0,11.0
2024-05-07,mtn,3882.0,13.0
2024-05-07,rd,908.0,12.0
2024-05-07,na,5.0,0.0
2024-05-07,u&r,515.0,1.0
2024-05-08,e-grav,496.0,3.0
2024-05-08,e-mtn,1654.0,2.0
2024-05-08,e-u&r,125.0,0.0
2024-05-08,gr,2014.0,71.0
2024-05-08,grav,50.0,7.0
2024-05-08,mtn,3791.0,12.0
2024-05-08,rd,779.0,15.0
2024-05-08,na,7.0,0.0
2024-05-08,u&r,403.0,1.0
2024-05-09,e-grav,345.0,4.0
2024-05-09,e-mtn,1573.0,5.0
2024-05-09,e-u&r,96.0,0.0
2024-05-09,gr,1876.0,63.0
2024-05-09,grav,52.0,10.0
2024-05-09,mtn,3785.0,13.0
2024-05-09,rd,1030.0,11.0
2024-05-09,na,1.0,0.0
2024-05-09,u&r,427.0,1.0
2024-05-10,e-grav,401.0,0.0
2024-05-10,e-mtn,1454.0,4.0
2024-05-10,e-u&r,105.0,0.0
2024-05-10,gr,1965.0,98.0
2024-05-10,grav,74.0,9.0
2024-05-10,mtn,3439.0,14.0
2024-05-10,rd,1180.0,13.0
2024-05-10,na,1.0,0.0
2024-05-10,u&r,350.0,2.0
2024-05-11,e-grav,286.0,1.0
2024-05-11,e-mtn,1307.0,6.0
2024-05-11,e-u&r,74.0,0.0
2024-05-11,gr,1407.0,63.0
2024-05-11,grav,999.0,7.0
2024-05-11,mtn,2796.0,7.0
2024-05-11,rd,1288.0,8.0
2024-05-11,na,5.0,0.0
2024-05-11,u&r,280.0,2.0
2024-05-12,e-grav,376.0,0.0
2024-05-12,e-mtn,1778.0,7.0
2024-05-12,e-u&r,105.0,0.0
2024-05-12,gr,1696.0,66.0
2024-05-12,grav,146.0,6.0
2024-05-12,mtn,3273.0,8.0
2024-05-12,rd,1283.0,12.0
2024-05-12,na,1.0,0.0
2024-05-12,u&r,361.0,2.0
2024-05-13,e-grav,450.0,1.0
2024-05-13,e-mtn,1889.0,6.0
2024-05-13,e-u&r,95.0,0.0
2024-05-13,gr,2155.0,67.0
2024-05-13,grav,143.0,11.0
2024-05-13,mtn,3950.0,12.0
2024-05-13,rd,481.0,9.0
2024-05-13,na,4.0,0.0
2024-05-13,u&r,428.0,2.0
2024-05-14,e-grav,380.0,2.0
2024-05-14,e-mtn,1555.0,2.0
2024-05-14,e-u&r,106.0,0.0
2024-05-14,gr,2149.0,72.0
2024-05-14,grav,75.0,12.0
2024-05-14,mtn,3833.0,17.0
2024-05-14,rd,395.0,10.0
2024-05-14,na,5.0,0.0
2024-05-14,u&r,434.0,1.0
2024-05-15,e-grav,447.0,4.0
2024-05-15,e-mtn,1623.0,3.0
2024-05-15,e-u&r,111.0,0.0
2024-05-15,gr,2413.0,79.0
2024-05-15,grav,68.0,2.0
2024-05-15,mtn,3570.0,15.0
2024-05-15,rd,268.0,12.0
2024-05-15,na,4.0,0.0
2024-05-15,u&r,414.0,2.0
2024-05-16,e-grav,365.0,1.0
2024-05-16,e-mtn,1764.0,1.0
2024-05-16,e-u&r,129.0,0.0
2024-05-16,gr,2004.0,103.0
2024-05-16,grav,39.0,12.0
2024-05-16,mtn,3214.0,11.0
2024-05-16,rd,379.0,14.0
2024-05-16,na,2.0,0.0
2024-05-16,u&r,461.0,4.0
2024-05-17,e-grav,376.0,2.0
2024-05-17,e-mtn,1694.0,4.0
2024-05-17,e-u&r,104.0,0.0
2024-05-17,gr,1825.0,78.0
2024-05-17,grav,102.0,7.0
2024-05-17,mtn,3457.0,14.0
2024-05-17,rd,1234.0,15.0
2024-05-17,na,8.0,0.0
2024-05-17,u&r,477.0,2.0
2024-05-18,e-grav,307.0,1.0
2024-05-18,e-mtn,1265.0,3.0
2024-05-18,e-u&r,78.0,0.0
2024-05-18,gr,1703.0,84.0
2024-05-18,grav,65.0,5.0
2024-05-18,mtn,2759.0,12.0
2024-05-18,rd,1142.0,15.0
2024-05-18,na,4.0,0.0
2024-05-18,u&r,336.0,3.0
2024-05-19,e-grav,466.0,1.0
2024-05-19,e-mtn,1312.0,1.0
2024-05-19,e-u&r,78.0,0.0
2024-05-19,gr,1786.0,78.0
2024-05-19,grav,96.0,6.0
2024-05-19,mtn,3041.0,11.0
2024-05-19,rd,1171.0,11.0
2024-05-19,na,5.0,0.0
2024-05-19,u&r,413.0,3.0
2024-05-20,e-grav,407.0,2.0
2024-05-20,e-mtn,1869.0,6.0
2024-05-20,e-u&r,113.0,0.0
2024-05-20,gr,1331.0,110.0
2024-05-20,grav,81.0,9.0
2024-05-20,mtn,3697.0,12.0
2024-05-20,rd,310.0,18.0
2024-05-20,na,5.0,0.0
2024-05-20,u&r,476.0,4.0
2024-05-21,e-grav,415.0,0.0
2024-05-21,e-mtn,1970.0,3.0
2024-05-21,e-u&r,85.0,0.0
2024-05-21,gr,2484.0,119.0
2024-05-21,grav,66.0,11.0
2024-05-21,mtn,3791.0,10.0
2024-05-21,rd,302.0,20.0
2024-05-21,na,5.0,0.0
2024-05-21,u&r,486.0,2.0
2024-05-22,e-grav,440.0,3.0
2024-05-22,e-mtn,2113.0,4.0
2024-05-22,e-u&r,88.0,0.0
2024-05-22,gr,1377.0,110.0
2024-05-22,grav,91.0,9.0
2024-05-22,mtn,3801.0,10.0
2024-05-22,rd,350.0,18.0
2024-05-22,na,5.0,0.0
2024-05-22,u&r,451.0,1.0
2024-05-23,e-grav,369.0,1.0
2024-05-23,e-mtn,1656.0,3.0
2024-05-23,e-u&r,68.0,0.0
2024-05-23,gr,2021.0,46.0
2024-05-23,grav,111.0,1.0
2024-05-23,mtn,3286.0,15.0
2024-05-23,rd,313.0,9.0
2024-05-23,u&r,440.0,4.0
2024-05-24,e-grav,432.0,0.0
2024-05-24,e-mtn,1859.0,7.0
2024-05-24,e-u&r,82.0,0.0
2024-05-24,gr,1261.0,131.0
2024-05-24,grav,170.0,11.0
2024-05-24,mtn,3543.0,15.0
2024-05-24,rd,710.0,30.0
2024-05-24,na,2.0,0.0
2024-05-24,u&r,521.0,3.0
2024-05-25,e-grav,362.0,0.0
2024-05-25,e-mtn,1614.0,2.0
2024-05-25,e-u&r,142.0,0.0
2024-05-25,gr,932.0,101.0
2024-05-25,grav,252.0,13.0
2024-05-25,mtn,3050.0,10.0
2024-05-25,rd,1309.0,17.0
2024-05-25,na,1.0,0.0
2024-05-25,u&r,488.0,0.0
2024-05-26,e-grav,334.0,2.0
2024-05-26,e-mtn,1471.0,4.0
2024-05-26,e-u&r,69.0,0.0
2024-05-26,gr,1662.0,84.0
2024-05-26,grav,196.0,7.0
2024-05-26,mtn,3109.0,13.0
2024-05-26,rd,1158.0,19.0
2024-05-26,u&r,494.0,5.0
2024-05-27,e-grav,419.0,1.0
2024-05-27,e-mtn,1970.0,5.0
2024-05-27,e-u&r,136.0,0.0
2024-05-27,gr,1960.0,72.0
2024-05-27,grav,150.0,3.0
2024-05-27,mtn,3747.0,13.0
2024-05-27,rd,1311.0,19.0
2024-05-27,na,3.0,0.0
2024-05-27,u&r,593.0,4.0
2024-05-28,e-grav,452.0,2.0
2024-05-28,e-mtn,1289.0,5.0
2024-05-28,e-u&r,87.0,1.0
2024-05-28,gr,1520.0,109.0
2024-05-28,grav,176.0,12.0
2024-05-28,mtn,3473.0,18.0
2024-05-28,rd,619.0,24.0
2024-05-28,na,4.0,0.0
2024-05-28,u&r,659.0,3.0
2024-05-29,e-grav,439.0,1.0
2024-05-29,e-mtn,1897.0,4.0
2024-05-29,e-u&r,161.0,0.0
2024-05-29,gr,2212.0,98.0
2024-05-29,grav,306.0,4.0
2024-05-29,mtn,3688.0,10.0
2024-05-29,rd,1379.0,10.0
2024-05-29,na,1.0,0.0
2024-05-29,u&r,566.0,4.0
2024-05-30,e-grav,370.0,0.0
2024-05-30,e-mtn,2102.0,10.0
2024-05-30,e-u&r,169.0,0.0
2024-05-30,gr,1892.0,77.0
2024-05-30,grav,256.0,11.0
2024-05-30,mtn,3486.0,10.0
2024-05-30,rd,388.0,18.0
2024-05-30,u&r,524.0,3.0
2024-05-31,e-grav,284.0,0.0
2024-05-31,e-mtn,1727.0,5.0
2024-05-31,e-u&r,93.0,1.0
2024-05-31,gr,1889.0,64.0
2024-05-31,grav,192.0,6.0
2024-05-31,mtn,3155.0,8.0
2024-05-31,rd,1206.0,19.0
2024-05-31,na,1.0,0.0
2024-05-31,u&r,474.0,4.0
2024-06-01,e-grav,376.0,0.0
2024-06-01,e-mtn,1373.0,7.0
2024-06-01,e-u&r,100.0,1.0
2024-06-01,gr,1683.0,70.0
2024-06-01,grav,118.0,4.0
2024-06-01,mtn,2811.0,5.0
2024-06-01,rd,1001.0,6.0
2024-06-01,na,1.0,0.0
2024-06-01,u&r,345.0,2.0
2024-06-02,e-grav,473.0,1.0
2024-06-02,e-mtn,1465.0,4.0
2024-06-02,e-u&r,156.0,0.0
2024-06-02,gr,1903.0,71.0
2024-06-02,grav,179.0,5.0
2024-06-02,mtn,3128.0,12.0
2024-06-02,rd,1035.0,7.0
2024-06-02,na,4.0,0.0
2024-06-02,u&r,495.0,2.0
2024-06-03,e-grav,467.0,1.0
2024-06-03,e-mtn,1807.0,5.0
2024-06-03,e-u&r,107.0,0.0
2024-06-03,gr,1236.0,126.0
2024-06-03,grav,285.0,13.0
2024-06-03,mtn,3860.0,22.0
2024-06-03,rd,1373.0,23.0
2024-06-03,na,5.0,0.0
2024-06-03,u&r,655.0,3.0
2024-06-04,e-grav,424.0,0.0
2024-06-04,e-mtn,1850.0,8.0
2024-06-04,e-u&r,104.0,0.0
2024-06-04,gr,1198.0,97.0
2024-06-04,grav,300.0,10.0
2024-06-04,mtn,3998.0,21.0
2024-06-04,rd,1354.0,23.0
2024-06-04,na,6.0,0.0
2024-06-04,u&r,589.0,4.0
2024-06-05,e-grav,376.0,1.0
2024-06-05,e-mtn,1701.0,7.0
2024-06-05,e-u&r,98.0,0.0
2024-06-05,gr,1254.0,85.0
2024-06-05,grav,363.0,8.0
2024-06-05,mtn,3556.0,9.0
2024-06-05,rd,1211.0,14.0
2024-06-05,na,4.0,0.0
2024-06-05,u&r,518.0,4.0
2024-06-06,e-grav,458.0,1.0
2024-06-06,e-mtn,1349.0,4.0
2024-06-06,e-u&r,105.0,0.0
2024-06-06,gr,1073.0,101.0
2024-06-06,grav,325.0,13.0
2024-06-06,mtn,3020.0,6.0
2024-06-06,rd,1194.0,13.0
2024-06-06,na,2.0,0.0
2024-06-06,u&r,555.0,5.0
2024-06-07,e-grav,283.0,2.0
2024-06-07,e-mtn,1532.0,7.0
2024-06-07,e-u&r,83.0,0.0
2024-06-07,gr,2148.0,95.0
2024-06-07,grav,208.0,4.0
2024-06-07,mtn,3140.0,11.0
2024-06-07,rd,659.0,25.0
2024-06-07,u&r,493.0,2.0
2024-06-08,e-grav,301.0,0.0
2024-06-08,e-mtn,1270.0,0.0
2024-06-08,e-u&r,86.0,0.0
2024-06-08,gr,1615.0,70.0
2024-06-08,grav,225.0,5.0
2024-06-08,mtn,2777.0,8.0
2024-06-08,rd,1318.0,17.0
2024-06-08,na,4.0,0.0
2024-06-08,u&r,394.0,1.0
2024-06-09,e-grav,336.0,1.0
2024-06-09,e-mtn,1471.0,3.0
2024-06-09,e-u&r,93.0,0.0
2024-06-09,gr,1911.0,61.0
2024-06-09,grav,213.0,9.0
2024-06-09,mtn,2997.0,3.0
2024-06-09,rd,1073.0,14.0
2024-06-09,na,3.0,0.0
2024-06-09,u&r,474.0,5.0
2024-06-10,e-grav,444.0,1.0
2024-06-10,e-mtn,1669.0,5.0
2024-06-10,e-u&r,118.0,1.0
2024-06-10,gr,2143.0,99.0
2024-06-10,grav,221.0,10.0
2024-06-10,mtn,4004.0,8.0
2024-06-10,rd,658.0,15.0
2024-06-10,u&r,465.0,3.0
2024-06-11,e-grav,407.0,1.0
2024-06-11,e-mtn,1324.0,1.0
2024-06-11,e-u&r,109.0,0.0
2024-06-11,gr,2169.0,92.0
2024-06-11,grav,223.0,8.0
2024-06-11,mtn,3346.0,7.0
2024-06-11,rd,549.0,11.0
2024-06-11,na,3.0,0.0
2024-06-11,u&r,508.0,3.0
2024-06-12,e-grav,362.0,1.0
2024-06-12,e-mtn,1307.0,5.0
2024-06-12,e-u&r,86.0,0.0
2024-06-12,gr,2166.0,93.0
2024-06-12,grav,241.0,6.0
